TIPO,CASO,FALHA,TESTE,NPOSTOS,PERC.ENA
avaliaArvores/A_125_2_2_Teste,KMeansSimetricoProb,fail_variance,FALHOU_AO_MENOS_UMTESTE,33.0,26.85
avaliaArvores/A_125_2_2_Teste,KMeansSimetricoProbQuad,fail_variance,FALHOU_AO_MENOS_UMTESTE,32.0,31.38
avaliaArvores/A_125_2_2_Teste,NeuralGas,fail_variance,FALHOU_AO_MENOS_UMTESTE,28.999999999999996,19.56
avaliaArvores/A_125_2_2_Teste,NeuralGasSimetrico,fail_variance,FALHOU_AO_MENOS_UMTESTE,84.0,77.64
avaliaArvores/A_125_2_2_Teste,BKAssimetrico,distribution,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_125_2_2_Teste,BKSimetrico,distribution,FALHOU_AO_MENOS_UMTESTE,35.0,54.32
avaliaArvores/A_125_2_2_Teste,KMeansAssimetricoLinear,distribution,FALHOU_AO_MENOS_UMTESTE,18.0,2.63
avaliaArvores/A_125_2_2_Teste,KMeansAssimetricoLinearQuad,distribution,FALHOU_AO_MENOS_UMTESTE,16.0,1.53
avaliaArvores/A_125_2_2_Teste,KMeansAssimetricoPacote,distribution,FALHOU_AO_MENOS_UMTESTE,7.000000000000001,0.74
avaliaArvores/A_125_2_2_Teste,KMeansAssimetricoProb,distribution,FALHOU_AO_MENOS_UMTESTE,17.0,2.19
avaliaArvores/A_125_2_2_Teste,KMeansAssimetricoProbQuad,distribution,FALHOU_AO_MENOS_UMTESTE,16.0,1.92
avaliaArvores/A_125_2_2_Teste,KMeansSimetricoLinear,distribution,FALHOU_AO_MENOS_UMTESTE,21.0,3.14
avaliaArvores/A_125_2_2_Teste,KMeansSimetricoLinearQuad,distribution,FALHOU_AO_MENOS_UMTESTE,21.0,14.94
avaliaArvores/A_125_2_2_Teste,KMeansSimetricoPacote,distribution,FALHOU_AO_MENOS_UMTESTE,18.0,2.99
avaliaArvores/A_125_2_2_Teste,KMeansSimetricoProb,distribution,FALHOU_AO_MENOS_UMTESTE,21.0,3.59
avaliaArvores/A_125_2_2_Teste,KMeansSimetricoProbQuad,distribution,FALHOU_AO_MENOS_UMTESTE,24.0,4.65
avaliaArvores/A_125_2_2_Teste,NeuralGas,distribution,FALHOU_AO_MENOS_UMTESTE,14.000000000000002,2.02
avaliaArvores/A_125_2_2_Teste,NeuralGasSimetrico,distribution,FALHOU_AO_MENOS_UMTESTE,54.0,24.01
