TIPO,CASO,FALHA,TESTE,NPOSTOS,PERC.ENA
avaliaArvores/A_50_5_2_Teste,NeuralGasSimetrico,hypotesis_variance,FALHOU_AO_MENOS_UMTESTE,15.0,23.61
avaliaArvores/A_50_5_2_Teste,BKAssimetrico,mean_limite,FALHOU_AO_MENOS_UMTESTE,31.0,23.28
avaliaArvores/A_50_5_2_Teste,BKSimetrico,mean_limite,FALHOU_AO_MENOS_UMTESTE,87.0,81.91
avaliaArvores/A_50_5_2_Teste,KMeansAssimetricoLinear,mean_limite,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_50_5_2_Teste,KMeansAssimetricoLinearQuad,mean_limite,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_50_5_2_Teste,KMeansAssimetricoPacote,mean_limite,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_50_5_2_Teste,KMeansAssimetricoProb,mean_limite,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_50_5_2_Teste,KMeansAssimetricoProbQuad,mean_limite,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_50_5_2_Teste,KMeansSimetricoLinear,mean_limite,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_50_5_2_Teste,KMeansSimetricoLinearQuad,mean_limite,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_50_5_2_Teste,KMeansSimetricoPacote,mean_limite,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_50_5_2_Teste,KMeansSimetricoProb,mean_limite,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_50_5_2_Teste,KMeansSimetricoProbQuad,mean_limite,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_50_5_2_Teste,NeuralGas,mean_limite,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_50_5_2_Teste,NeuralGasSimetrico,mean_limite,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_50_5_2_Teste,BKAssimetrico,std_limite,FALHOU_AO_MENOS_UMTESTE,21.0,17.91
avaliaArvores/A_50_5_2_Teste,BKSimetrico,std_limite,FALHOU_AO_MENOS_UMTESTE,78.0,83.05
avaliaArvores/A_50_5_2_Teste,KMeansAssimetricoLinear,std_limite,FALHOU_AO_MENOS_UMTESTE,63.0,52.43
avaliaArvores/A_50_5_2_Teste,KMeansAssimetricoLinearQuad,std_limite,FALHOU_AO_MENOS_UMTESTE,60.0,38.76
avaliaArvores/A_50_5_2_Teste,KMeansAssimetricoPacote,std_limite,FALHOU_AO_MENOS_UMTESTE,60.0,40.27
avaliaArvores/A_50_5_2_Teste,KMeansAssimetricoProb,std_limite,FALHOU_AO_MENOS_UMTESTE,62.0,41.72
avaliaArvores/A_50_5_2_Teste,KMeansAssimetricoProbQuad,std_limite,FALHOU_AO_MENOS_UMTESTE,56.00000000000001,33.3
avaliaArvores/A_50_5_2_Teste,KMeansSimetricoLinear,std_limite,FALHOU_AO_MENOS_UMTESTE,82.0,71.52
avaliaArvores/A_50_5_2_Teste,KMeansSimetricoLinearQuad,std_limite,FALHOU_AO_MENOS_UMTESTE,80.0,66.63
avaliaArvores/A_50_5_2_Teste,KMeansSimetricoPacote,std_limite,FALHOU_AO_MENOS_UMTESTE,80.0,66.81
avaliaArvores/A_50_5_2_Teste,KMeansSimetricoProb,std_limite,FALHOU_AO_MENOS_UMTESTE,82.0,67.12
avaliaArvores/A_50_5_2_Teste,KMeansSimetricoProbQuad,std_limite,FALHOU_AO_MENOS_UMTESTE,78.0,69.59
avaliaArvores/A_50_5_2_Teste,NeuralGas,std_limite,FALHOU_AO_MENOS_UMTESTE,56.00000000000001,31.52
avaliaArvores/A_50_5_2_Teste,NeuralGasSimetrico,std_limite,FALHOU_AO_MENOS_UMTESTE,98.0,99.75
avaliaArvores/A_50_5_2_Teste,BKAssimetrico,distribution,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_50_5_2_Teste,BKSimetrico,distribution,FALHOU_AO_MENOS_UMTESTE,24.0,30.27
avaliaArvores/A_50_5_2_Teste,KMeansAssimetricoLinear,distribution,FALHOU_AO_MENOS_UMTESTE,33.0,10.17
avaliaArvores/A_50_5_2_Teste,KMeansAssimetricoLinearQuad,distribution,FALHOU_AO_MENOS_UMTESTE,24.0,4.62
avaliaArvores/A_50_5_2_Teste,KMeansAssimetricoPacote,distribution,FALHOU_AO_MENOS_UMTESTE,16.0,2.43
avaliaArvores/A_50_5_2_Teste,KMeansAssimetricoProb,distribution,FALHOU_AO_MENOS_UMTESTE,10.0,1.18
avaliaArvores/A_50_5_2_Teste,KMeansAssimetricoProbQuad,distribution,FALHOU_AO_MENOS_UMTESTE,23.0,6.42
avaliaArvores/A_50_5_2_Teste,KMeansSimetricoLinear,distribution,FALHOU_AO_MENOS_UMTESTE,37.0,23.07
avaliaArvores/A_50_5_2_Teste,KMeansSimetricoLinearQuad,distribution,FALHOU_AO_MENOS_UMTESTE,33.0,8.14
avaliaArvores/A_50_5_2_Teste,KMeansSimetricoPacote,distribution,FALHOU_AO_MENOS_UMTESTE,37.0,22.18
avaliaArvores/A_50_5_2_Teste,KMeansSimetricoProb,distribution,FALHOU_AO_MENOS_UMTESTE,35.0,18.49
avaliaArvores/A_50_5_2_Teste,KMeansSimetricoProbQuad,distribution,FALHOU_AO_MENOS_UMTESTE,28.000000000000004,16.12
avaliaArvores/A_50_5_2_Teste,NeuralGas,distribution,FALHOU_AO_MENOS_UMTESTE,19.0,4.5
avaliaArvores/A_50_5_2_Teste,NeuralGasSimetrico,distribution,FALHOU_AO_MENOS_UMTESTE,50.0,26.37
