TIPO,CASO,FALHA,TESTE,NPOSTOS,PERC.ENA
avaliaArvores/A_25_10_2_Teste,KMeansSimetricoProb,hypotesis_variance,FALHOU_AO_MENOS_UMTESTE,6.0,13.28
avaliaArvores/A_25_10_2_Teste,KMeansSimetricoProbQuad,hypotesis_variance,FALHOU_AO_MENOS_UMTESTE,6.0,13.43
avaliaArvores/A_25_10_2_Teste,NeuralGas,hypotesis_variance,FALHOU_AO_MENOS_UMTESTE,24.0,37.39
avaliaArvores/A_25_10_2_Teste,NeuralGasSimetrico,hypotesis_variance,FALHOU_AO_MENOS_UMTESTE,22.0,24.01
avaliaArvores/A_25_10_2_Teste,BKAssimetrico,mean_limite,FALHOU_AO_MENOS_UMTESTE,56.00000000000001,45.44
avaliaArvores/A_25_10_2_Teste,BKSimetrico,mean_limite,FALHOU_AO_MENOS_UMTESTE,88.0,94.34
avaliaArvores/A_25_10_2_Teste,KMeansAssimetricoLinear,mean_limite,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_25_10_2_Teste,KMeansAssimetricoLinearQuad,mean_limite,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_25_10_2_Teste,KMeansAssimetricoPacote,mean_limite,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_25_10_2_Teste,KMeansAssimetricoProb,mean_limite,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_25_10_2_Teste,KMeansAssimetricoProbQuad,mean_limite,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_25_10_2_Teste,KMeansSimetricoLinear,mean_limite,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_25_10_2_Teste,KMeansSimetricoLinearQuad,mean_limite,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_25_10_2_Teste,KMeansSimetricoPacote,mean_limite,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_25_10_2_Teste,KMeansSimetricoProb,mean_limite,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_25_10_2_Teste,KMeansSimetricoProbQuad,mean_limite,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_25_10_2_Teste,NeuralGas,mean_limite,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_25_10_2_Teste,NeuralGasSimetrico,mean_limite,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_25_10_2_Teste,BKAssimetrico,std_limite,FALHOU_AO_MENOS_UMTESTE,41.0,28.36
avaliaArvores/A_25_10_2_Teste,BKSimetrico,std_limite,FALHOU_AO_MENOS_UMTESTE,73.0,81.75
avaliaArvores/A_25_10_2_Teste,KMeansAssimetricoLinear,std_limite,FALHOU_AO_MENOS_UMTESTE,79.0,64.59
avaliaArvores/A_25_10_2_Teste,KMeansAssimetricoLinearQuad,std_limite,FALHOU_AO_MENOS_UMTESTE,79.0,62.73
avaliaArvores/A_25_10_2_Teste,KMeansAssimetricoPacote,std_limite,FALHOU_AO_MENOS_UMTESTE,80.0,62.57
avaliaArvores/A_25_10_2_Teste,KMeansAssimetricoProb,std_limite,FALHOU_AO_MENOS_UMTESTE,81.0,65.35
avaliaArvores/A_25_10_2_Teste,KMeansAssimetricoProbQuad,std_limite,FALHOU_AO_MENOS_UMTESTE,83.0,71.13
avaliaArvores/A_25_10_2_Teste,KMeansSimetricoLinear,std_limite,FALHOU_AO_MENOS_UMTESTE,97.0,86.37
avaliaArvores/A_25_10_2_Teste,KMeansSimetricoLinearQuad,std_limite,FALHOU_AO_MENOS_UMTESTE,95.0,86.22
avaliaArvores/A_25_10_2_Teste,KMeansSimetricoPacote,std_limite,FALHOU_AO_MENOS_UMTESTE,95.0,86.22
avaliaArvores/A_25_10_2_Teste,KMeansSimetricoProb,std_limite,FALHOU_AO_MENOS_UMTESTE,96.0,86.25
avaliaArvores/A_25_10_2_Teste,KMeansSimetricoProbQuad,std_limite,FALHOU_AO_MENOS_UMTESTE,97.0,90.27
avaliaArvores/A_25_10_2_Teste,NeuralGas,std_limite,FALHOU_AO_MENOS_UMTESTE,78.0,61.74
avaliaArvores/A_25_10_2_Teste,NeuralGasSimetrico,std_limite,FALHOU_AO_MENOS_UMTESTE,100.0,100.0
avaliaArvores/A_25_10_2_Teste,BKAssimetrico,distribution,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_25_10_2_Teste,BKSimetrico,distribution,FALHOU_AO_MENOS_UMTESTE,14.000000000000002,20.22
avaliaArvores/A_25_10_2_Teste,KMeansAssimetricoLinear,distribution,FALHOU_AO_MENOS_UMTESTE,18.0,5.8
avaliaArvores/A_25_10_2_Teste,KMeansAssimetricoLinearQuad,distribution,FALHOU_AO_MENOS_UMTESTE,11.0,1.93
avaliaArvores/A_25_10_2_Teste,KMeansAssimetricoPacote,distribution,FALHOU_AO_MENOS_UMTESTE,10.0,1.96
avaliaArvores/A_25_10_2_Teste,KMeansAssimetricoProb,distribution,FALHOU_AO_MENOS_UMTESTE,7.000000000000001,0.71
avaliaArvores/A_25_10_2_Teste,KMeansAssimetricoProbQuad,distribution,FALHOU_AO_MENOS_UMTESTE,14.000000000000002,4.4
avaliaArvores/A_25_10_2_Teste,KMeansSimetricoLinear,distribution,FALHOU_AO_MENOS_UMTESTE,33.0,7.46
avaliaArvores/A_25_10_2_Teste,KMeansSimetricoLinearQuad,distribution,FALHOU_AO_MENOS_UMTESTE,27.0,8.99
avaliaArvores/A_25_10_2_Teste,KMeansSimetricoPacote,distribution,FALHOU_AO_MENOS_UMTESTE,30.0,11.26
avaliaArvores/A_25_10_2_Teste,KMeansSimetricoProb,distribution,FALHOU_AO_MENOS_UMTESTE,24.0,5.6
avaliaArvores/A_25_10_2_Teste,KMeansSimetricoProbQuad,distribution,FALHOU_AO_MENOS_UMTESTE,28.999999999999996,20.87
avaliaArvores/A_25_10_2_Teste,NeuralGas,distribution,FALHOU_AO_MENOS_UMTESTE,5.0,0.98
avaliaArvores/A_25_10_2_Teste,NeuralGasSimetrico,distribution,FALHOU_AO_MENOS_UMTESTE,55.00000000000001,36.0
